issue_id,title,contents,authorLogin,authorAssociation,createdAt,closedAt,closed,comments_count,milestone,participants_count,Label_category-api,Label_category-docs,Label_category-release,Label_category-tests,Label_component-assert,Label_component-cli,Label_component-core,Label_component-diff,Label_component-dump,Label_component-reporter,Label_good for new contributors,Label_help wanted,Label_meta,Label_meta-ready,Label_status-declined,Label_status-stalled,Label_type-enhancement,Label_type-problem,Label_type-support
733,1.17.0 breaks phantomjs,"Hi,
just updated qunit and my phantomjs gets stuck in:
PhantomJS 1.9.8 (Linux) ERROR: 'TypeError: 'null' is not an object (evaluating 'toolbar.appendChild') - http://localhost:9876/base/node_modules/qunitjs/qunit/qunit.js?0db9af2b5ad31c46fe2cfa82bbe2761c44bb36f8'",vampolo,NONE,2015-01-20T01:27:26Z,2015-01-20T05:53:29Z,True,6.0,,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
736,"Use jquery-release changelog, integrate into build/release.js","Currently we use git changelog via git-extras, which doesn't work that well anymore and has no ticket or commit references. Updating that manually is annoying, too. Would make future releases easier to integrate the changelog generated by jquery-release into our custom release, somewhere prepending it to History.md, or just removing that file and only using the generated changelog on the repo's release page.",jzaefferer,MEMBER,2015-01-20T19:04:11Z,2018-12-29T02:33:25Z,True,2.0,,3.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
738,Provide link to commit or issue in changelog,Not a real issue but it would be great if you can add a link to the commit or the issue in the change log. It may provide further information for guys looking in the source code.,crissdev,NONE,2015-01-21T14:59:13Z,2015-01-21T15:02:20Z,True,2.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
739,async in beforeEach support,"I'm trying to use 'async' in 'beforeEach' to wait for promise to finish.
I see that QUnit.start() and QUnit.stop() were deprecated and 'beforeEach' does not get 'assert' as its parameter.
How this can be done ? And if not, why ?",mateuszf,NONE,2015-01-21T16:16:53Z,2015-01-21T16:47:33Z,True,4.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
740,return QUnit.url on QUnit < 2.0.0,Ref d86d6c3#commitcomment-9471316,leobalter,MEMBER,2015-01-28T03:41:03Z,2017-04-18T04:24:56Z,True,16.0,,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
741,Collaboration with Intern,"We have a ticket to document integration with CI tools, including intern, though I wonder if that is really a good investment of our time. Elsewhere @csnover wrote:

I’ve actually got a mostly-working branch with a full* QUnit API compatible interface so, with only a small amount of work to address the TODOs (probably only a day or two of work?), you should be able to drop existing QUnit tests into Intern by wrapping them with define([ 'intern!qunit'], function (QUnit) { }) and have them Just Work.
(And then, fingers crossed!, I can convince team QUnit to come over & help me get cool new stuff into Intern more quickly :)))

I still haven't gotten around to actually trying out Intern myself. We're going with Intern to test PEP, but otherwise there's nothing happening, as far as I know.
@leobalter @JamesMGreene @Krinkle did one of you have more exposure to Intern? Or do you have interest and time to look into that?
@csnover apart from what I quoted above, is there something we could or should work on asap for better QUnit into Intern integration? What do you have in mind beyond that?",jzaefferer,MEMBER,2015-01-28T14:07:56Z,2015-10-16T20:44:51Z,True,10.0,,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
742,Invalid filter comparison results in no tests being run.,"In qunit/src/test.js on line ~346 there is this code:
if ( fullName.indexOf( filter ) !== -1 ) {
    return include;
}

Which is doing a comparison of an unmodified filter var against a lower cased fullName var:
fullName = ( this.module.name + "": "" + this.testName ).toLowerCase();

Thus tests with capital letters can't be matched.
Two options for fixes...
Case Sensitive filters:
fullName = ( this.module.name + "": "" + this.testName );

Case Insensitive filters:
filter = config.filter.toLowerCase();",lobacten,NONE,2015-02-03T17:10:55Z,2015-03-01T07:30:10Z,True,1.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
743,"All Test Results are not showing in test window, Only 1st and last appearing","Hi Team,
I have used qunit to write the API Tests. However, when i run all tests in that case it will show only 1st and last test case result. For others it simply show empty containers. However, i am getting results for all tests. I have attached screen shot for your reference.  Kindly, let me know if i am doing any thing wrong some piece needs to be updated.


Thanks,
Rahul",rahulsahay19,NONE,2015-02-04T05:52:46Z,2015-02-06T05:36:39Z,True,3.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
744,Add assert.notOk() function,"The same way that equal(), deepEqual(), propEqual() and strictEqual() has their negative versions, ok() should have a notOk() negative version to check for falsy values, in a more clean and explicit way that by adding a negation operator in front of the value to check.
assert.ok(!value)
assert.notOk(value)",piranna,CONTRIBUTOR,2015-02-04T12:04:20Z,2015-03-04T15:58:52Z,True,12.0,1.18.0,6.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
748,test filter input fails without any module,"Steps to reproduce:

Open http://jsfiddle.net/gj6hudry/ sample.
Type 'testname' in 'Filter' input and click 'Go'.
Error ""Cannot read property 'options' of null"" will be occurred at:
selection = decodeURIComponent( selectBox.options[ selectBox.selectedIndex ].value ),",San4es,NONE,2015-02-11T11:47:33Z,2015-03-04T18:02:30Z,True,1.0,1.18.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
749,1.17.1 - Filter does not work correctly with upper case letter in test name,"Steps to reproduce:

Open http://jsfiddle.net/nxrLcppq/
Type ""Test Name"" in ""Filter"" input and click ""Go""
No any tests will be run

Compare results with ""test name"" filter string.
Seems, this issue was appeared after 1d44eb3 , where
filter = config.filter && config.filter.toLowerCase(),
was replaced by
filter = config.filter,",San4es,NONE,2015-02-11T12:15:31Z,2015-03-01T06:45:20Z,True,1.0,1.18.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
750,Dump: .name/.message-property doublettes,"If an Object has the properties .name and/or .message the dump of the object contains a doublette of said properties.
Example: http://jsfiddle.net/c50ndqhq/1/",bubens,CONTRIBUTOR,2015-02-11T22:41:10Z,2015-03-05T19:25:42Z,True,2.0,1.18.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
754,`testIds` are invalidated when using toolbar options,"Version: 1.17.1 / 1.17.2-pre
Steps to repro:

Specify two (2) testId (e.g. http://localhost:3003/?testId=1a9c4dda&testId=f0342ae5)
Click/select 'Check for Globals'

Result: Test refreshes and the URL is encoded http://localhost:3003/?testId=1a9c4dda%2Cf0342ae5 and none of the tests run.
Expected: Same are repro step 1 but with option flag(s) set.
Related to: #569",lamchau,CONTRIBUTOR,2015-02-27T05:29:26Z,2015-03-04T01:42:16Z,True,3.0,1.18.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
757,assert.greaterThan() and assert.lesserThan() needed?,"Is there a need for assert.greaterThan() and assert.lesserThan() function??
I know we can implement them using assert.ok(a > b, message), but according to me its better to have a seperate function for it as many other unit testing frameworks have.
assert.lesserThan( first, second, message );
assert.greaterThan( first, second, message );
I can apply the change if needed.",gauravmittal1995,CONTRIBUTOR,2015-03-03T00:25:43Z,2015-03-03T13:01:33Z,True,4.0,,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
765,Failed assertions throws an AssertionError ,"based on http://wiki.commonjs.org/wiki/Unit_Testing/1.0, we could change QUnit to throw an AssertionError for failed assertions.
new assert.AssertionError({message: message, actual: actual, expected: expected})
assert.AssertionError instanceof Error
This way, we would not only be closer to a standard but we would be able write proper tests for failed assertions, which we don't have today.
The other side of doing this is not running the following assertions in the same test block. This might be considered as a bad thing, but regarding a test block should more specific, this is not that bad, IMHO.",leobalter,MEMBER,2015-03-06T17:38:11Z,2015-03-09T19:22:30Z,True,3.0,1.18.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
766,QUnit.only to test only a single test block,"Based on feedback from other developers, I'm proposing QUnit.only to run just a single test block.
QUnit.only implementation would be similar to QUnit.test but when registered to the tests queue, it would be flagged as the only valid test to run.
The behaviour should be like the rerun feature, but instead of using a browser interface, it would allow QUnit to run that single flagged test on other interfaces, like headless browsers (PhantomJS) and Node-like environments.",leobalter,MEMBER,2015-03-06T17:43:56Z,2015-03-09T16:58:20Z,True,5.0,,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
771,HTML reporter regression: Failed test display messed up,"Looks like bc9dfd3 (from #737) caused a regression in the HTML reporter when showing failed tests. Here's QUnit's testsuite with two failing tests before the change:

Here's the same testsuite with the same failures after the change:

/cc @insin since you wrote #737, could you take a look at this regression?",jzaefferer,MEMBER,2015-03-09T15:32:38Z,2015-04-01T12:56:52Z,True,3.0,,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
774,QUnit - Better diff output,"For the GSoC project ""QUnit - Better diff output"", what are the requirements and details??
Any other issues apart the ones mentioned in #364 ???
@leobalter @jzaefferer Please advice.",gauravmittal1995,CONTRIBUTOR,2015-03-10T19:18:18Z,2015-05-18T15:30:58Z,True,9.0,,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
775,Warning test authors?,"Reading #411 one can see that it might be sometimes necessary to warn test authors about what they might be doing wrong. After inspecting the codebase, I couldn't find any mechanism used in QUnit to do this useful task.
Facebook's react offers this functionality through the warning function. It also offers an invariant violation warning whenever necessary with the invariant function. In order to make our warning system more powerful, it should be great if these warnings could be shared with reporters, so that they could be shown to the test author more naturally.
Do you guys think that something like this could be useful?",BraulioVM,CONTRIBUTOR,2015-03-11T01:57:21Z,2015-04-01T15:20:01Z,True,4.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
777,"Method call and returning error ""Assertion after the final `assert.async` was resolved""","Hi, I am trying to test javascript method as below,
var spyPostRender = sinon.spy(proxy, ""postRender"");
var done = assert.async();
proxy.init();
done();
assert.ok(spyPostRender.calledOnce, ""postRender() function was called."");
where init() internally calls an ajax service, however when I do this, I am getting below error. Can anybody help me in resolving this issue?
Assertion after the final `assert.async` was resolved@ 85 ms
Source:     
    at Object.QUnit.assert.Assert.ok (http://code.jquery.com/qunit/qunit-1.17.1.js:1296:8)

FYI - I am using QUnit-1.17.1
Thanks in advance",settysreekanth,NONE,2015-03-11T16:05:41Z,2015-03-11T19:40:54Z,True,3.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
778,Toolbar checkboxes and selects don't work in IE <9,The page just reloads with the same URL.,scottgonzalez,CONTRIBUTOR,2015-03-12T18:46:30Z,2015-03-13T09:56:51Z,True,0.0,1.18.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
781,Refactor test/ folder,"By now we have too many files in a single directory and its getting hard to find specific files when I don't know the exact name. We should refactor the test/ folder.
I suggest moving files referenced from index.html into a default/ folder (or some other name). The remaining files should be .html files with their matching .js test file. We can then see from there if we need other changes.
Should probably land some more PRs first, at least those making changes to tests.",jzaefferer,MEMBER,2015-03-16T08:55:16Z,2015-03-26T16:29:51Z,True,0.0,1.18.0,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
782,Splitting core.js into smaller components?,"Inspecting the source code, it's possible to see that core.js involves several independent components. We could split the file into several other files like:

core/utilities.js: in which we could have functions like hasOwn or objectType.
core/config.js: in which we could have the config object.
core/reporter.js: with the logging callbacks...

I think this could help removing the circular dependencies in the project, and that would help to accomplish things like #707 and #735",BraulioVM,CONTRIBUTOR,2015-03-16T10:57:15Z,2015-07-15T21:53:56Z,True,6.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
787,Pendings tests,"Something that came out of a discussion with Yehuda: During a big refactoring they have hundreds of failing tests. They turned them off using QUnit.skip, but that doesn't tell them which of the skipped tests starting passing again at some point. To quickly test changes in passing tests, they ended up with this:
QUnit.skip = QUnit.test;
There's probably a better way to deal with that situation. One idea is to have something like a QUnit.pending method, that has the same signature as QUnit.test(), but will reverse the result. So if all assertions pass, the test fails, if at least one fails, the test passes.
The HTML reporter could use a similar marker as QUnit.skip.
Thoughts?

Update 2015-04-15:
After some discussion, we came up with this:
// This test will show up with a ""todo"" badge, with a similar style as the ""skipped"" badge
// It will show as passed when at least one assertion fails, or fail when all assertions pass
QUnit.todo( ""this isn't implemented, yet"" function( assert ) {
  assert.ok( featureTest(), ""waiting for feature"" );
} );

QUnit.testDone( function( details ) {
  console.log( details.name, details.todo );
  //> ""this isn't implemented, yet"" true
} );

QUnit.log( function( details ) {
  console.log( details.message, details.todo );
  //> ""waiting for feature"" true
} );",jzaefferer,MEMBER,2015-03-17T14:22:55Z,2017-02-18T04:07:17Z,True,30.0,,7.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
788,improve grunt watch task,"In a private chat I saw @jzaefferer's will to improve speed on our grunt watch task.
Current options to try (not exclusive):

grunt-contrib-watch spawn and interrupt options.
grunt-concurrent
grunt-newer

Some goals:

grunt watch needs to be faster
don't rebuild src files when only test files are modified
can we use those tools to run jshint/jscs only at the modified files (src or each test files)
run tests in parallel (if this goes faster)",leobalter,MEMBER,2015-03-18T15:36:08Z,2015-12-09T16:09:25Z,True,2.0,,3.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
789,Async module hooksy,"When needing to use some asynchronous setup, on QUnit 1.x you can be able to call to QUnit.stop() inside the module setup hook, but since in QUnit 2.0 it will be deprecated, seems there no posibility to do it. How could it be possible to have an async setup on QUnit 2.0?",piranna,CONTRIBUTOR,2015-03-18T15:38:19Z,2015-10-16T20:41:53Z,True,16.0,,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
793,Diff is not shown even when two objects are different,"For the following deepEqual comparison, no diff is displayed. Is this an expected behavior?
assert.deepEqual(
    {
        d: {
            c: {
                g: {
                    j: {
                        k: {
                            n: {
                                r: ""s"",
                                s: [ 1, 2, 3, 4 ],
                                t: undefined,
                                u: 1,
                                v: {
                                    w: {
                                        x: {
                                            y: ""Hola!"",
                                            z: ""1""
                                        }
                                    }
                                }
                            },
                            q: [],
                            p: 1 / 0,
                            o: 99
                        },
                        l: undefined,
                        m: null
                    }
                }
            }
        }
    },
    {
        d: {
            c: {
                g: {
                    j: {
                        k: {
                            n: {
                                r: ""p"",
                                t: undefined,
                                u: 0,
                                s: [ 1, 2, 3 ],
                                v: {
                                    w: {
                                        x: {
                                            z: null,
                                            y: ""Yahoo!""
                                        }
                                    }
                                }
                            },
                            o: 99,
                            p: 1 / 0,
                            q: []
                        },
                        l: undefined,
                        m: null
                    }
                }
            }
        }
    }
, true);
Output:

Diff is also not show in various other complex object assertions too.",shivamdixit,CONTRIBUTOR,2015-03-21T12:29:18Z,2015-03-22T02:18:42Z,True,4.0,,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
798,Invalid test for autostart,"test/autostart.html currently contains an invalid test for the autostart feature. The QUnit.load() override is implemented incorrectly, resulting in a false positive. The method isn't actually overloaded and QUnit.load() is actually called instantly.",scottgonzalez,CONTRIBUTOR,2015-03-23T13:22:30Z,2015-05-15T15:30:53Z,True,1.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
805,Run test/amd.html through PhantomJS,"See #791 (comment)
Waiting for asciidisco/grunt-qunit-istanbul#43 to be merged and released.",jzaefferer,MEMBER,2015-04-01T15:15:48Z,2015-04-03T09:42:11Z,True,0.0,,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
806,Integrate website update into release script,"Related to #736, we should automate updating the website as part of the release script. At the end we should be able to remove most of this: https://github.com/jquery/qunit#releases",jzaefferer,MEMBER,2015-04-01T15:23:38Z,,False,0.0,,2.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
807,QUnit 1.18.0 error with karma-qunit and requirejs.,"I get this error when testing my application with QUnit 1.18.0:
PhantomJS 1.9.8 (Linux) ERROR
  Error: Mismatched anonymous define() module: function () {
        return QUnit;
    }
  http://requirejs.org/docs/errors.html#mismatch
  at /home/travis/build/ccnmtl/dmt/node_modules/requirejs/require.js:141
PhantomJS 1.9.8 (Linux): Executed 0 of 0 ERROR (0.044 secs / 0 secs)
npm ERR! Test failed.  See above for more details.
npm ERR! not ok code 0

Build log is here:
https://travis-ci.org/ccnmtl/dmt/builds/57026820
Downgrading to 1.17.1 fixes the issue.",nikolas,NONE,2015-04-03T13:40:46Z,2015-04-09T17:38:41Z,True,21.0,,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
808,Warning qunit not compatible with node >= 12,"npm WARN engine qunit@0.7.5: wanted: {""node"":"">=0.6.0 < 0.12.0""} (current: {""node"":""0.12.0"",""npm"":""2.5.1""})",dhowe,NONE,2015-04-04T10:54:44Z,2015-04-05T01:43:32Z,True,4.0,,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
814,Filter does not match exact case,"If you search for a test using the exact case instead of lower case, the filter doesn't match.",4thex,NONE,2015-04-24T12:18:33Z,2015-04-24T12:22:01Z,True,1.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
815,browserstack-runner improvements,"Currently we run all our testsuites against most of our supported browsers for PRs and commits to master. With plenty of failures due to timeouts, this doesn't provide near as much value as it should. I'd like to use this issue to discuss some options for getting more values from this setup.
One idea: Only run the main tests for ""all"" commits, then set up a separate browserstack.json (or browserstack.js, might work) that runs all suites in (more|all) browsers, but only for some commits, e.g., all commits to master. The latter could also do multiple runs, each running just one of the testsuites, if that helps avoid the timeouts.
Meanwhile we should use https://browserstack.com/automate to track failing tests, check which ones take forever to run (causing later suites to time out, since the 5 minute window is over), along with any other failures, and consistently report those back to support@browserstack.com. If we keep ignoring these issues, we won't make any progress.",jzaefferer,MEMBER,2015-04-25T14:01:01Z,2015-09-10T18:46:48Z,True,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
816,"Allow assert.async callback to ""wrap"" actual async callback and handle errors?","It would be really excellent if there was an easy way to have inadvertent exceptions from async callbacks be noted in an assertion and the test runner restarted, much like what is already done in the synchronous and promise pathways. (As it is, the test runner chokes completely in these cases because QUnit.start(), or equivalent, is not called.)

Synchronous pathway: https://github.com/jquery/qunit/blob/1.18.0/src/test.js#L106-L120
Promise pathway: https://github.com/jquery/qunit/blob/1.18.0/src/test.js#L326-L341

What I would like to see is something similar for when an asynchronous callback throws an error and the async callback doesn't have anything QUnit on its call stack.
I think this could be implemented with a generic callback-wrapping function that basically has a try/catch in it and handles errors in a similar way as the two sections of code I've outlined above. I'll write up a pull request in the next few days to outline what I'm getting at, but here's a very rough API:
// In Assert.prototype
async: function () {
    // do the usual setup of async
    var done = function () {
        // do the usual cleanup of async
    };
    done.wrapError = function (asyncCallback) {
        return function wrapError () {
            try {
                asyncCallback.apply(null, arguments);
            } catch (e) {
                // Get the current test object using QUnit.config.current or similar
                // Call QUnit.pushFailure() if we have a test object
                done();     // Equivalent to QUnit.start()
            }
        };
    };
    return done;
}

Usage:
QUnit.test(""Wrapping an error callback"", function (assert) {
    var done = assert.async();
    setTimeout(done.wrapError(function () {
        throw new Error();
        // Previously would halt the test runner, but now would allow tests to continue running
    }), 50);
});

One could easily envision a similar API which would just invoke the done() callback on success or error, allowing consumers to avoid invoking done() in the callback itself. (I don't think there's a huge loss of readability either, since done is still mentioned in the function wrap invocation. It's just a matter of choosing an intelligent function name to complement or replace wrapError.)
Any thoughts?",platinumazure,CONTRIBUTOR,2015-04-29T15:12:46Z,2017-03-11T18:04:26Z,True,19.0,,6.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817,[QUESTION] is it possible to fail a test in the QUnit.testDone callback?,"In the QUnit 2.0 series, the assert is no longer global (good thing!) and is passed into each test's callback. When I made this upgrade, my testDone callback is no longer failing tests like it had been (because I had been using the global assert). I had some code that would check to see that all requests were properly mocked and if there were too many or too few mocks, I would fail the test. I see my error messages but doing a QUnit.assert.ok(false, ""error message"") has no effect on the test. Can someone please advise how I would be able to fail the test that just run from inside the testDone callback?
Thanks!",williamsbdev,NONE,2015-05-04T13:11:08Z,2015-05-18T15:00:57Z,True,6.0,,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818,1.18.0 breaks phantomjs tests.,"I noticed when I updated to 1.18.0 my phantomjs tests started not ending with zero test runs.
See https://travis-ci.org/lodash/lodash-amd/builds/61941189.
Once I reverted to 1.17.1 things started working again.
See https://travis-ci.org/lodash/lodash-amd/builds/62009692",jdalton,NONE,2015-05-10T22:38:49Z,2015-06-18T11:06:06Z,True,8.0,,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819,Hide passed tests does not work on page reload,"Hi,
Version: 1.18.0/1.18.1-pre

Start with 'Hide Passed Tests' unchecked and refresh the page.
Check 'Hide Passed Tests'. This causes all passed tests to collapse, as expected.
Now reload the page. At this point 'Hide Passed Tests' is checked, but passed tests are not hidden.",NoelAbrahams,NONE,2015-05-11T10:02:14Z,2015-05-15T09:20:55Z,True,12.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820,"QUnit IntelliSense for Eclipse, Sublime, Emacs, Vim, Web Editor CodeMirror","Just for your information I have generated from your doc API a ternjs plugin https://github.com/angelozerr/tern.jqueryapi/blob/master/qunit1-19.js
tern is a JavaScript inference engine which gives support for completion, hover, etc and can be used with a lot of JavaScritpt Editor like Eclipse, Sublime, Emacs, Vim, Web Editor CodeMirror. Here a screenshot with QUnit completion & Eclipse :

For Eclipse users, please read https://github.com/angelozerr/tern.java/wiki/Tern-&-QUnit-support",angelozerr,NONE,2015-05-13T22:09:41Z,2015-05-18T14:46:19Z,True,2.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
821,Fixtures not being restored every time,"I'm new to QUnit and I might be doing something silly.
As I understand it, everything in the fixture is reset before a new test is run. However, I'm seeing (what is to me) something strange. In the below example, there's a form in the fixture which consists of just an input element and a div with the class has-error. So as I understand, before each test is run, these should be restored to their original state. I've specified a keypress event handler for $('input') to just hide the div in the fixture.
I have two identical tests which test this event handler: they trigger a keypress on the input and assert that error text is hidden.
What I see is that only one of the two tests ever passes and they switch (so it alternates between test 1 passing and test 2 passing). Is this expected behavior?
<html>
  <head>
    <link rel=""stylesheet"" href=""qunit-1.18.0.css"">
  </head>

  <body>
    <div id=""qunit""></div>
    <div id=""qunit-fixture"">
      <form> 
        <input name=""text"" />
        <div class=""has-error"">Error text</div>
      </form>
    </div>

    <script src=""http://code.jquery.com/jquery.min.js""></script>
    <script src=""qunit-1.18.0.js""></script>
    <script>
      QUnit.test( ""test 1"", function ( assert ) {
        $('input').trigger('keypress');
        assert.equal($('.has-error').is(':visible'), false);
      });

      QUnit.test( ""test 2"", function ( assert ) {
        $('input').trigger('keypress');
        assert.equal($('.has-error').is(':visible'), false);
      });

      $(document).ready(function () {
        $('input').keypress(function() {
          $('.has-error').hide();
        });
      });

    </script>

  </body>
</html>

One more thing that I'm confused about is this: if I add a click event handler for $('input') and switch the second test to trigger a click instead, QUnit gets stuck switching ""no try-catch"" and ""hide passed tests"" on and off over and over.
This can't possibly be expected behavior, right? Even if I've done something dumb, I don't see why you'd want anything but either a pass or a fail for your tests to come from QUnit.",vmanjunath,NONE,2015-05-26T22:18:00Z,2015-05-26T22:29:50Z,True,6.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
823,Set config from url,"for example
http://localhost:8080/myTest.html&autostart=false
I am trying to make a library to run tests and it would be very nice if this existed so that I can attach all of the event handlers before the tests run but after the page loads.
I also have no control over the source code only the url.",dtracers,NONE,2015-06-01T05:09:55Z,2015-06-01T16:04:21Z,True,2.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
824,"Quoted ""<"" breaks diff oO","Using version 1.18.0: http://jsfiddle.net/yptmch4k/1/
When I compare the string c=< against c=""<"" using strictEqual the diff breaks, is it intended?",FagnerMartinsBrack,NONE,2015-06-06T18:57:11Z,2016-03-22T16:35:46Z,True,1.0,,2.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
825,QUnit.moduleStart invoked before each test,"Hi
I have a problem with QUnit.moduleStart callback. It looks like this callback is invoked before each test not before module. I created a sample module with three tests and callback registered as below was fired three times
QUnit.moduleStart(function (settings) {
    console.log(""Module start"");
});
I work with QUnit 1.18.0",cezarypiatek,NONE,2015-06-13T11:15:48Z,2015-06-19T17:47:38Z,True,4.0,,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827,"Replace push(result, actual, expected, message, negative) with object signature","As discussed in #822, the now even longer signature for .push() is bad. Especially with ES6 an object signature would work very well, .push({ result, actual, expected, message, negative }).
As I also mentioned in that PR: If we deprecate the current signature anyway, we might as well come up with a better name, since push is very generic. Any ideas for a better name?",jzaefferer,MEMBER,2015-06-18T08:56:52Z,2016-02-16T22:58:18Z,True,6.0,,5.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
828,jshint: test errors when running jshint task,"I'm new here. When running ""grunt"", I encounter the following error:
Running ""jshint:all"" (jshint) task

   Gruntfile.js
    141 |        browserSets = JSON.parse( browserSets );
                               ^ 'JSON' is not defined.
   dist/qunit.js
   1080 |        if ( !this instanceof Test ) {
                      ^ Confusing use of '!'.

>> 2 errors in 20 files
Warning: Task ""jshint:all"" failed. Use --force to continue.

Is it an error that damages the code or just a warning for coding quality?
I could modify .jshintrc to disable the JSON warning.
System: Mac OS X Yosemite",iten123,NONE,2015-06-24T01:24:52Z,2015-06-25T03:44:28Z,True,4.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
830,moduleDone called before module is done,"Steps to reproduce the problem:

Write two modules. The first module contains two tests. One of the tests fails. The second module contains a single test that fails.
Log QUnit.moduleDone events
Run the programm twice.

What is the expected behavoir?
We expect to have two moduleDone events in both runs.
What went wrong?
We have three moduleDone events in the second run.
Any other comments?
QUnit.config.reorder = false gives us two moduleDone events constantly.
Here is a JS Bin demo",fcarstens,NONE,2015-06-29T08:16:13Z,2017-03-31T04:40:56Z,True,6.0,,5.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
831,How do we execute multiple test files with a single command?,"Scenario
We are trying to use the Node.js QUnit Module aka qunitjs for our Server-Side Testing so that we can write one test and run it on both server and client e.g: https://github.com/nelsonic/learn-tdd/blob/master/test.js
When we run a single file using the command:
node test/my_test.js
It works as expected.
However, when we have more than one test in a /test directory and try to run all the files as a suite using the following command:
node test/*.js
only the first file (alphabetically) gets executed.
see: https://github.com/nelsonic/hapi-socketio-redis-chat-example/tree/master/test
Question

How do we execute multiple test files with a single command?

We tried to dig through existing StackOverflow + GitHub Q/A for this but did not find any match. (any suggestions/help much appreciated!)
StackOverflow Points Up for Grabs!

http://stackoverflow.com/questions/31312650/how-to-run-several-qunit-node-js-test-files-using-a-single-command",nelsonic,NONE,2015-07-09T08:54:17Z,2015-07-14T21:41:17Z,True,5.0,,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832,assert: async() and its resulting callback result in test suite stoppage,"Hopefully I'm doing something wrong, but http://jsbin.com/votiye/ would seem to indicate that there's a hangup when using assert.async() and subsequently calling the resulting function.
Expected outcome:
Two tests are run.
Actual outcome:
The second test does not run.",gabrielschulhof,NONE,2015-07-12T09:18:29Z,2015-07-12T09:38:45Z,True,2.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
