issue_id,title,contents,authorLogin,authorAssociation,createdAt,closed,closedAt,closedDuration_days,milestone,participants_count,comments_count,firstCommentCreatedAt,firstCommentDuration_days,firstCommentAuthor,firstCommentAuthorAssociation,num_unique_comment_author_MEMBER,num_unique_comment_author_CONTRIBUTOR,num_unique_comment_author_COLLABORATOR,num_unique_comment_author_NONE,labels,label_waiting,label_feature request,label_has pr,label_Protractor,label_Karma,label_npm,label_React,label_docs,label_has Tracker story,label_ready for work,label_duplicate,label_bug,label_1.3.x,label_gem,label_help needed
1255,expect(null).toEqual(jasmine.any(Object)) passes,"version
jasmine v2.5.3
jasmine-core v2.5.2
environment
node v6.9.4
npm v3.10.10
running Jasmine
from cli using the jasmine command to run my tests
I'm expecting this to fail, but it doesn't.
How does null equal an Object?
expect(null).toEqual(jasmine.any(Object));",lmj0011,NONE,2017-01-15 00:52:49+00:00,True,2018-02-06 19:23:09+00:00,387.77,,4,4,2017-01-30 16:29:36+00:00,15.65,JamieMason,NONE,1,0,0,2,"['feature request', 'has Tracker story']",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1256,Give test file in the result to enable to use the new sonar generic test import,"When reporting to sonar, we now need to specify in wich file the test has run - see this:
https://docs.sonarqube.org/display/PLUG/Generic+Test+Coverage
A plugin exists to report data from karma to jenkins, but it requires the ""describe"" to contains the exact path name, which is not really beautifull:
https://github.com/tornaia/karma-sonarqube-unit-reporter
Would it be possible to add the file path (relative to baseRoot of course) in the result:
this.specSuccess = this.specSkipped = this.specFailure = function (browser, result) {
result.file = ...
}
Thanks in advance",jehon,NONE,2017-01-16 15:26:47+00:00,False,,,,2,2,2017-01-16 15:37:42+00:00,0.01,jehon,NONE,1,0,0,1,['ready for work'],False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1257,Maps comparison always passes,"This code passes successfully:
const a = new Map();
const b = new Map();
a.set('name', 10);
b.set('id', 9);

expect(a).toEqual(b);
URLSearchParams objects comparison also always passes because of using Map internally
Tested on Jasmine 2.4.1 and 2.5.2. Using Karma test runner (version 1.3.0), Chrome 55.0.2883.",downace,NONE,2017-01-18 06:41:45+00:00,True,2017-05-19 21:19:21+00:00,121.61,,5,6,2017-02-10 00:18:22+00:00,22.73,derekdowling,NONE,1,0,0,3,['ready for work'],False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1258,TypeError: null is not an object,"Below is the error log that I have received with running the gulp test
bower_components/angular/angular.js:4631:53
18-Jan-2017 16:45:09	forEach@bower_components/angular/angular.js:322:24
18-Jan-2017 16:45:09	loadModules@bower_components/angular/angular.js:4591:12
18-Jan-2017 16:45:09	createInjector@bower_components/angular/angular.js:4513:30
18-Jan-2017 16:45:09	workFn@bower_components/angular-mocks/angular-mocks.js:3060:60
18-Jan-2017 16:45:09	     TypeError: null is not an object (evaluating 'obj[methodName]') in node_modules/jasmine-core/lib/jasmine-core/jasmine.js (line 1991)
When submitting an issue, please answer the following:


What version are you using?  ""jasmine-core"": ""2.4.1""


What environment are you running Jasmine in (node, browser, etc)?  node


How are you running Jasmine (standalone, npm, karma, etc)?  karma


If possible, include an example spec that demonstrates your issue.
it 'should go() to `login` state', ->
 spyOn $state, 'go'

 $security.notAuthenticated 'bar',
   foo: 'bar'

 expect $state.go
   .toHaveBeenCalledWith 'login',
     data: Base64.encode '{""to"":""bar"",""toParams"":{""foo"":""bar""}}'



Thanks for using Jasmine!",dinee4321,NONE,2017-01-18 18:38:27+00:00,True,2017-02-15 23:56:01+00:00,28.22,,2,1,2017-02-15 23:50:02+00:00,28.22,slackersoft,MEMBER,1,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1260,toThrow don't work in Firefox,"I'm running test from browser (firefox) and toThrow don't work (it work in Chrome)
I have code like this:
it('should throw exception when calling from login', function() {
    term.logout();
    var strings = $.terminal.defaults.strings;
    expect(function() { term.logout(); }).toThrow(new Error(sprintf(strings.notWhileLogin, 'logout')));
    enter(term, '1');
    enter(term, '1');
    push_interpreter();
    expect(function() { term.logout(); }).toThrow(new Error(sprintf(strings.notWhileLogin, 'logout')));
});
I get this Error message:
Error: You can't call `login' function while in login in http://localhost/projects/jcubic/terminal/repo/js/jquery.terminal-src.js (line 4124)
$.fn.terminal/<.login@http://localhost/projects/jcubic/terminal/repo/js/jquery.terminal-src.js:4124:27
$.fn.terminal/</<@http://localhost/projects/jcubic/terminal/repo/js/jquery.terminal-src.js:5279:28
ready/<@http://localhost/projects/jcubic/terminal/repo/js/jquery.terminal-src.js:5098:33
make_interpreter@http://localhost/projects/jcubic/terminal/repo/js/jquery.terminal-src.js:3187:17
ready@http://localhost/projects/jcubic/terminal/repo/js/jquery.terminal-src.js:5086:21
when_ready@http://localhost/projects/jcubic/terminal/repo/js/jquery.terminal-src.js:3921:17
$.fn.terminal/<.push@http://localhost/projects/jcubic/terminal/repo/js/jquery.terminal-src.js:5061:17
$.fn.terminal/</<@http://localhost/projects/jcubic/terminal/repo/js/jquery.terminal-src.js:5279:28
push_interpreter@http://localhost/projects/jcubic/terminal/repo/spec/terminalSpec.js:1986:21
tests_on_ready/</</</<@http://localhost/projects/jcubic/terminal/repo/spec/terminalSpec.js:2026:21
attemptSync@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1510:9
QueueRunner.prototype.run@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1498:9
QueueRunner.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1485:5
Env/queueRunnerFactory@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:518:7
Spec.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:306:5
wrapChildAsAsync/<@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1708:31
attemptAsync@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1520:9
QueueRunner.prototype.run@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1496:16
attemptAsync/next@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1517:32
complete@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:333:9
clearStack@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:506:9
QueueRunner.prototype.run@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1505:7
QueueRunner.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1485:5
Env/queueRunnerFactory@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:518:7
Spec.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:306:5
wrapChildAsAsync/<@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1708:31
attemptAsync@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1520:9
QueueRunner.prototype.run@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1496:16
attemptAsync/next@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1517:32
complete@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:333:9
clearStack@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:506:9
QueueRunner.prototype.run@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1505:7
QueueRunner.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1485:5
Env/queueRunnerFactory@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:518:7
Spec.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:306:5
wrapChildAsAsync/<@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1708:31
attemptAsync@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1520:9
QueueRunner.prototype.run@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1496:16
attemptAsync/next@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1517:32
complete@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:333:9
clearStack@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:506:9
QueueRunner.prototype.run@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1505:7
QueueRunner.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1485:5
Env/queueRunnerFactory@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:518:7
Spec.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:306:5
wrapChildAsAsync/<@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1708:31
attemptAsync@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1520:9
QueueRunner.prototype.run@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1496:16
QueueRunner.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1485:5
Env/queueRunnerFactory@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:518:7
Suite.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1694:5
wrapChildAsAsync/<@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1708:31
attemptAsync@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1520:9
QueueRunner.prototype.run@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1496:16
attemptAsync/next@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1517:32
complete@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1703:9
clearStack@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:506:9
QueueRunner.prototype.run@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1505:7
attemptAsync/next@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1517:32
complete@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:333:9
clearStack@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:506:9
QueueRunner.prototype.run@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1505:7
QueueRunner.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1485:5
Env/queueRunnerFactory@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:518:7
Spec.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:306:5
wrapChildAsAsync/<@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1708:31
attemptAsync@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1520:9
QueueRunner.prototype.run@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1496:16
QueueRunner.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1485:5
Env/queueRunnerFactory@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:518:7
Suite.prototype.execute@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1694:5
wrapChildAsAsync/<@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1708:31
attemptAsync@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1520:9
QueueRunner.prototype.run@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1496:16
attemptAsync/next@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1517:32
complete@http://localhost/projects/jcubic/terminal/repo/bower_components/jasmine/lib/jasmine-core/jasmine.js:1703:9

I'm using jasmine ~2.5.2 from bower
You can see it online here  http://terminal.jcubic.pl/SpecRunner.html",jcubic,NONE,2017-01-21 17:48:36+00:00,True,2017-01-21 18:28:41+00:00,0.03,,1,1,2017-01-21 18:28:41+00:00,0.03,jcubic,NONE,0,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1261,Firefox load spec two times,"I'm running jasmine from browser it work fine from Chromium but in FireFox it load my spec twice I have only one <script> tag in html file and if I remove it, it don't load my tests at all. To fix it I needed to add code that check for global variable if it set to true it don't load tests.
If can check it here http://terminal.jcubic.pl/SpecRunner.html look at firefox console (there are two requests for spec/terminalSpec.js",jcubic,NONE,2017-01-21 18:01:07+00:00,True,2017-01-24 23:44:55+00:00,3.24,,2,2,2017-01-24 23:44:55+00:00,3.24,slackersoft,MEMBER,1,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1262,undefined is not a constructor (evaluating 'this.documentResponsiveListener()') ,"I'm using a ConfirmDialog component from the PrimeNG library in my angular 2 app. The component works fine when testing it out in a browser, but for some reason, using the component makes Karma/Jasmine explode.
 Error: Error in ./ReturnFileParameterComponent class ReturnFileParameterComponent - inline template:2:4 caused by: undefined is not a constructor (evaluating 'this.documentResponsiveListener()') in C:/Users/wlaw/Desktop/ens_fits_ui/karma-shim.js (line 41475)
        ngOnDestroy@C:/Users/wlaw/Desktop/ens_fits_ui/karma-shim.js:71991:45 <- webpack:///~/primeng/components/confirmdialog/confirmdialog.js:140:0
        ngOnDestroy
        destroyInternal
        destroy@C:/Users/wlaw/Desktop/ens_fits_ui/karma-shim.js:41076:34 <- webpack:///~/@angular/core/bundles/core.umd.js:12361:0
        ...

In the component.spec.ts file, I imported both the dialog service and module needed for the dialog component to work:
import {
    ...
    ConfirmDialogModule,
    ConfirmationService
} from 'primeng/primeng';


describe('Return File Parameter Component Test', () => {

    beforeEach(() => {
        TestBed.configureTestingModule({
            declarations: [ReturnFileParameterComponent, HtmlUserFriendlyTimePipe, Html24HourDatePipe, DayOfWeekPipe],
            providers: [
                ...
                ConfirmationService,
                ...
            ],
            imports: [
                ...
                ConfirmDialogModule
            ]
        });
        TestBed.compileComponents();
    });

...

    it('should call add on a new Return File Parameter and submit it to the service', inject(
        [ReturnFileParameterComponent, AuthHelper],
        (component: ReturnFileParameterComponent, authHelper: AuthHelper) => {
            let fixture: ComponentFixture<ReturnFileParameterComponent> =
                getTestBed().createComponent(ReturnFileParameterComponent);

            fixture.componentInstance.ngOnInit()
                .then(fixture.detectChanges)
                .then(function () {
                    let newParam = fixture.componentInstance.add();
                    expect(fixture.componentInstance.selectedParam).toBe(newParam);
                    expect(fixture.componentInstance.editParam).toBe(true);
                });
        })
    );
});

But almost every test fails.
Here is the beginning portion of the template file:
<div class=""ui-grid-row"" id=""return-parameter-table"">
    <h5>Return File Parameters</h5>
    <p-growl [value]=""msgs"" life=""3000""></p-growl>
    <p-confirmDialog header=""Confirmation"" icon=""fa fa-question-circle"" width=""425""></p-confirmDialog>
...

I'm using jasmine-core 2.2.5 with karma 1.4.0 and karma-jasmine 1.1.0. I've seen this issue before without using Karma that was a result of some dependency injection issues, but here I can't quite figure it out since it looks like all the correct dependencies are imported.
I'm running the tests with PhantomJS, but I've also tried Firefox and Chrome to see if it was a browser issue, but the error persists.
So basically I have no idea why its failing the tests but I get absolutely no problems using it in a browser. Any help would be greatly appreciated.",wheelerlaw,NONE,2017-01-23 16:00:18+00:00,True,2017-01-24 23:46:53+00:00,1.32,,2,1,2017-01-24 23:46:53+00:00,1.32,slackersoft,MEMBER,1,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1263,"Test freezes when fixture.debugElement.query(By.css("".something"")) is checked for null","I have a test that checks if a DOM element has been removed by an ngIf. When I grab the DOM element using: fixture.debugElement.query(By.css("".something"")) the result is either null or a DOM element.
If the result is null, then the following test works fine. But, if the test result contains an element, it doesn't simply fail the test, it freezes up the debug browser.
The test looks like this:
var result = fixture.debugElement.query(By.css(""#something""))
expect(result).toBe(null)  // same goes for .toBeFalsy(), .toEqual(null)
This is not a problem if you use document.getElementById(""something"") to get the element. So the issue seems to be only if you try to check if a fixture element is null when it is not.",egdraper,NONE,2017-01-23 18:53:35+00:00,True,2017-01-24 23:06:33+00:00,1.18,,7,7,2017-01-24 23:06:33+00:00,1.18,slackersoft,MEMBER,2,0,0,4,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1264,Variation on allow reSpy for inheritance,"Our app uses SmartClient which provides a class inheritance system which uses the underlying Javascript inheritance system. The following example is SmartClient-based, but the problem applies more generally, too.
Let's say you have a class isc.ListGrid and a sub-class isc.ListGridPlus.
If you spyOn(isc.ListGrid, 'create') it works. If you then try to spyOn(isc.ListGridPlus, 'create') it fails saying create has already been spied upon. This is because ListGridPlus does not provide its own implementation of create and hence spyOn sees the superclass' spy.
If you want to be able to differentiate between calls made to isc.ListGrid.create and isc.ListGridPlus.create you'd need to do something like:
isc.ListGridPlus.create = jasmine.createSpy('ListGridPlus.create');
However, I wanted to be able to use the idiomatic spyOn, so I made the following patch:
Osirium@ca35330
With the patch if spyOn detects the method it's trying to spyOn is already a spy, instead of outright throwing, it tests to see whether the obj.hasOwnProperty(methodName). If it doesn't, then it creates a dummy function, such that the rest of spyOn can behave as expected.
The one caveat is that you couldn't call .callThrough because the dummy function would not do what you expected. This potentially could be worked around but I thought to keep it simple.
If this patch had associated tests and I raised a PR, would it be something you would consider merging? Or is there a better way of doing this?",edsharp,NONE,2017-01-24 12:58:07+00:00,True,2017-01-25 00:54:39+00:00,0.5,,2,1,2017-01-25 00:54:39+00:00,0.5,slackersoft,MEMBER,1,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1265,Using --grep will call every defined beforeAll() in your suite/spec,"Hello!
Essentially when users use the --grep option to delineate which tests run (which is a fantastic feature), it will run every beforeAll() in the file where matches are found, resulting in many superfluous beforeAll()s being triggered. This does not happen with beforeEach().
I reported this issue within the Protractor project, but it was tagged as possibly as issue with Jasmine (and not Protractor).
For much more detail (including full code examples), please see the original issue: angular/protractor#3952",wburgess-datical,NONE,2017-01-24 19:25:42+00:00,True,2017-01-24 23:00:03+00:00,0.15,,5,8,2017-01-24 23:00:03+00:00,0.15,slackersoft,MEMBER,1,0,0,4,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1266,TypeError: jasmine.configureDefaultReporter is not a function,"When trying to configure the default reporter as described in the documentation. Then I get the following error.
npm test

> trying-to-configure-jasmine-default-reporter@0.0.0 test /home/agirorn/tmp/trying-to-configure-jasmine-default-reporter
> jasmine first.spec.js

/home/agirorn/tmp/trying-to-configure-jasmine-default-reporter/first.spec.js:1
(function (exports, require, module, __filename, __dirname) { jasmine.configureDefaultReporter({
                                                                      ^

TypeError: jasmine.configureDefaultReporter is not a function
    at Object.<anonymous> (/home/agirorn/tmp/trying-to-configure-jasmine-default-reporter/first.spec.js:1:71)
    at Module._compile (module.js:409:26)
    at Object.Module._extensions..js (module.js:416:10)
    at Module.load (module.js:343:32)
    at Function.Module._load (module.js:300:12)
    at Module.require (module.js:353:17)
    at require (internal/module.js:12:17)
    at /home/agirorn/tmp/trying-to-configure-jasmine-default-reporter/node_modules/jasmine/lib/jasmine.js:87:5
    at Array.forEach (native)
    at Jasmine.loadSpecs (/home/agirorn/tmp/trying-to-configure-jasmine-default-reporter/node_modules/jasmine/lib/jasmine.js:86:18)
npm ERR! Test failed.  See above for more details.
This can be reproduced from this gist: https://gist.github.com/agirorn/2d58eb1c08cbd4837830c3e3cbfa9503
I guess this is either a bug in the documentation of jasmine.",agirorn,NONE,2017-01-27 12:26:03+00:00,True,2017-04-11 17:19:30+00:00,74.2,,2,2,2017-02-15 23:39:14+00:00,19.47,slackersoft,MEMBER,1,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1267,Jasmine .spec.js files outside the spec directory,"Is it possible to have my .spec.js files outside of the spec directory?
I.E.
/src/thing.model.js
/src/thing.model.spec.js

instead of
/src/thing.model.js
/spec/thing.model.spec.js
```",sgen,NONE,2017-01-30 22:42:04+00:00,True,2017-04-11 17:11:44+00:00,70.77,,3,2,2017-02-01 07:46:38+00:00,1.38,piniu,NONE,1,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1269,Jasmine does not catch error thrown from setImmediate in a Promise.,"When jasmine is run with the spec below it does not detect the failed test and it exits cleanly with an exit code of 0. This has resulted in falls positive test runs.
I ran this on jasmine version 2.5.2 in node.js version 4.5.0 and 6.9.4.
function doIt(callback) {
  return Promise.resolve(true)
    .then(callback)
    .catch((error) => {
      setImmediate(() => {
        throw error;
      });
    });
}

describe('broken', () => {
  it('is broken', (done) => {
    doIt((value) => {
      throw new Error('I am broken!');
    }).then(done).catch(done.fail);
  });
});
I get this output.
➜  bug-in-jasmie ./node_modules/.bin/jasmine
Started
.


1 spec, 0 failures
Finished in 0.005 seconds

➜  bug-in-jasmie echo $?
9
I expected to see this.
➜  bug-in-jasmie ./node_modules/.bin/jasmine
Started
F

Failures:
1) broken is broken
  Message:
    Failed: I am broken!
  Stack:
    Error: I am broken!
        at /home/agirorn/tmp/bug-in-jasmie/spec/broken.spec.js:14:13
        at process._tickCallback (node.js:369:9)
        at Function.Module.runMain (module.js:443:11)
        at startup (node.js:139:18)
        at node.js:974:3

1 spec, 1 failure
Finished in 0.007 seconds

➜  bug-in-jasmie echo $?
1",agirorn,NONE,2017-01-31 12:17:12+00:00,True,2017-02-16 00:24:29+00:00,15.51,,2,1,2017-02-16 00:24:29+00:00,15.51,slackersoft,MEMBER,1,0,0,0,['duplicate'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1271,trigger jasmine from controller,"I'm trying to trigger jasmine tests from my controller using jasmine-reporter.
the issue is when it finish (btw it finish correctly) the node process exit.
How can i prevent jasmine.execute()  to take the node server down?
i think this repository is more relevant then jasmine-reporters simply because i'm loading the reporter into jasmine - but maybe I'm wrong.
var Jasmine = require('jasmine'),
    reporters = require('jasmine-reporters');
runQaTests: function (req, res, next) {
        var jasmine = new Jasmine();
        var junitReporter = new reporters.JUnitXmlReporter({
            savePath: __dirname+'/../tests/jasmine',
            consolidateAll: true
        });

        jasmine.loadConfigFile(""./spec/support/jasmine.json"");
        jasmine.addReporter(junitReporter);
        jasmine.execute();
        return res.json('trigger qa tests');
    }",piniu,NONE,2017-02-01 08:06:33+00:00,True,2017-03-10 22:25:39+00:00,37.6,,2,2,2017-02-01 10:19:26+00:00,0.09,piniu,NONE,1,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1272,Wrong invocation of a callback,"What version are you using?
I am using jasmine v2.5.3 and jasmine-core v2.5.2.


What environment are you running Jasmine in (node, browser, etc)?
I am using babel-node.


How are you running Jasmine (standalone, npm, karma, etc)?
As far as I know I'm running it standalone.


If possible, include an example spec that demonstrates your issue.
See the repository I created: https://github.com/marco-a/jasmine-bug.


$ npm install
$ npm test
You should see one test failing:

But I'm not even calling the said callback in my second test case!
Also strange: if you comment out some of the tests then it suddenly works again?!
AFAIK the method under test does not have an internal state.
Or am I maybe doing something wrong?",marco-a,NONE,2017-02-01 16:34:10+00:00,True,2017-02-16 19:14:02+00:00,15.11,,2,2,2017-02-01 18:57:18+00:00,0.1,marco-a,NONE,1,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1273,Running jasmine should fail if process.exit is called.,"When running this tests that call process.exit jasmine exits and the exit code is 0 indicating that the test run was successful. This can lead and has lead to false positive test runs.
I would assume that jasmine would exit with an error of some sorts, for example like this.
➜  jasmine-dies-in-the-end git:(master) ✗ ./node_modules/.bin/jasmine kill-jasmine.spec.js
Started
F

Failures:
1) process.kill() should not kill jasmine the test runner
  Message:
    Error: Jasmine was killed by calling (process.exit).
  Stack:
    Error: Jasmine was killed by calling (process.exit).
        at process.exit (/home/agirorn/tmp/jasmine-dies-in-the-end/kill-jasmine.spec.js:6:37)
        at doSomethingThatCallsProcessKillZero (/home/agirorn/tmp/jasmine-dies-in-the-end/kill-jasmine.spec.js:2:11)
        at Object.<anonymous> (/home/agirorn/tmp/jasmine-dies-in-the-end/kill-jasmine.spec.js:8:20)

1 spec, 1 failure
Finished in 0.005 seconds
And have a none 0 exit code.
Example code to reproduce.
function doSomethingThatCallsProcessKillZero() {
  process.exit();
}

describe('kill jasmine', () => {
  it('should not kill jasmine the test runner', () => {
    const result = doSomethingThatCallsProcessKillZero();
    expect(false).toBeTruthy();
  });
});
Result from Running in node 4.5.0
➜  jasmine-dies-in-the-end git:(master) ✗ ./node_modules/.bin/jasmine kill-jasmine.spec.js
Started",agirorn,NONE,2017-02-02 16:14:48+00:00,True,2017-03-14 23:58:37+00:00,40.32,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1274,How to pass parameters to beforeEach / afterEach?,"Is there a way to parameterize beforeEach / afterEach calls?
It is a common scenario for me to have multiple tests share same initialization code with some minor difference, e.g.:
it('test default', () => {
  this.myObj = createObj('default');
  // perform some test on myObj
});
it('other test for default', () => {
  this.myObj = createObj('default');
  // perform some other test on myObj
});
it('test foo', () => {
  this.myObj = createObj('foo');
  // perform some test on myObj
});
Is there a way to extract common logic to beforeEach and express parameters in test declaration? Something like that can be achieved in at least one framework I'm aware of (Java+TestNG). Here it could be something like:
beforeEach((name = 'default') => {
  this.myObj = createObj(name);
});
it('test default', () => {
  // perform some test on myObj
});
it('other test for default', () => {
  // perform some other test on myObj
});
it('test foo', 'foo', () => {
  // perform some test on myObj
});",tomkur,NONE,2017-02-07 09:43:43+00:00,True,2017-02-16 17:53:22+00:00,9.34,,3,3,2017-02-16 17:53:22+00:00,9.34,slackersoft,MEMBER,1,0,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
